Species_1	Protein_1	Species_2	Protein_2	E-value	Weight	Relationship
UP000005640_9606.fasta	sp|Q7Z695|ADCK2_HUMAN	UP000000589_10090.fasta	sp|Q6NSR3|ADCK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q7Z7A4|PXK_HUMAN	UP000000589_10090.fasta	sp|Q8BX57|PXK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q7Z7A4|PXK_HUMAN	UP000000803_7227.fasta	tr|A1Z782|A1Z782_DROME	9.8669144113e-130	0.911635917459	Ortholog
UP000005640_9606.fasta	sp|Q86SG6|NEK8_HUMAN	UP000000589_10090.fasta	sp|Q91ZR4|NEK8_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q86SG6|NEK8_HUMAN	UP000000803_7227.fasta	tr|Q9VC32|Q9VC32_DROME	4.58798430686e-104	0.73025370561	Ortholog
UP000005640_9606.fasta	sp|Q86TB3|ALPK2_HUMAN	UP000000589_10090.fasta	sp|Q91ZB0|ALPK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q86TW2|ADCK1_HUMAN	UP000000589_10090.fasta	sp|Q9D0L4|ADCK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q86TW2|ADCK1_HUMAN	UP000000803_7227.fasta	sp|Q9W133|ADCK_DROME	1.69988234887e-160	1.12903193218	Ortholog
UP000005640_9606.fasta	sp|Q86UE8|TLK2_HUMAN	UP000000589_10090.fasta	sp|O55047|TLK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q86UE8|TLK2_HUMAN	UP000000803_7227.fasta	tr|B7Z126|B7Z126_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q86UX6|ST32C_HUMAN	UP000000589_10090.fasta	sp|Q8QZV4|ST32C_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q86V86|PIM3_HUMAN	UP000000589_10090.fasta	sp|P58750|PIM3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q86Y07|VRK2_HUMAN	UP000000589_10090.fasta	sp|Q8BN21|VRK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q86YV5|PRAG1_HUMAN	UP000000589_10090.fasta	sp|Q571I4|PRAG1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q86YV6|MYLK4_HUMAN	UP000000589_10090.fasta	sp|Q5SUV5|MYLK4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q86Z02|HIPK1_HUMAN	UP000000589_10090.fasta	sp|O88904|HIPK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8IU85|KCC1D_HUMAN	UP000000589_10090.fasta	sp|Q8BW96|KCC1D_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8IU85|KCC1D_HUMAN	UP000000803_7227.fasta	tr|Q7JMV3|Q7JMV3_DROME	5.55022522066e-152	1.06886744044	Ortholog
UP000005640_9606.fasta	sp|Q8IV63|VRK3_HUMAN	UP000000589_10090.fasta	sp|Q8K3G5|VRK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8IVH8|M4K3_HUMAN	UP000000589_10090.fasta	sp|Q99JP0|M4K3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8IVH8|M4K3_HUMAN	UP000000803_7227.fasta	tr|A1ZBH7|A1ZBH7_DROME	4.15054213326e-160	1.12629230034	Ortholog
UP000005640_9606.fasta	sp|Q8IVT5|KSR1_HUMAN	UP000000589_10090.fasta	sp|Q61097|KSR1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8IVW4|CDKL3_HUMAN	UP000000589_10090.fasta	sp|Q8BLF2|CDKL3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8IW41|MAPK5_HUMAN	UP000000589_10090.fasta	sp|O54992|MAPK5_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8IWB6|TEX14_HUMAN	UP000000589_10090.fasta	sp|Q7M6U3|TEX14_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8IWQ3|BRSK2_HUMAN	UP000000589_10090.fasta	sp|Q69Z98|BRSK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8IWQ3|BRSK2_HUMAN	UP000000803_7227.fasta	tr|Q9VUV4|Q9VUV4_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q8IWU2|LMTK2_HUMAN	UP000000589_10090.fasta	sp|Q3TYD6|LMTK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8IXL6|FA20C_HUMAN	UP000000589_10090.fasta	sp|Q5MJS3|FA20C_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8IXL6|FA20C_HUMAN	UP000000803_7227.fasta	sp|A4VCL2|FA20C_DROME	7.65427984856e-142	0.997214720202	Ortholog
UP000005640_9606.fasta	sp|Q8IY84|NIM1_HUMAN	UP000000589_10090.fasta	sp|Q8BHI9|NIM1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8IY84|NIM1_HUMAN	UP000000803_7227.fasta	tr|Q9VPW3|Q9VPW3_DROME	2.41704364876e-101	0.711020733176	Ortholog
UP000005640_9606.fasta	sp|Q8IYT8|ULK2_HUMAN	UP000000589_10090.fasta	sp|Q9QY01|ULK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8IZE3|PACE1_HUMAN	UP000000589_10090.fasta	sp|Q9DBQ7|PACE1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8IZE3|PACE1_HUMAN	UP000000803_7227.fasta	tr|A1Z6G6|A1Z6G6_DROME	4.61112784468e-57	0.398106824829	Ortholog
UP000005640_9606.fasta	sp|Q8IZL9|CDK20_HUMAN	UP000000589_10090.fasta	sp|Q9JHU3|CDK20_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8IZL9|CDK20_HUMAN	UP000000803_7227.fasta	tr|Q9VD82|Q9VD82_DROME	2.41938008589e-82	0.576751867287	Ortholog
UP000005640_9606.fasta	sp|Q8N165|PDK1L_HUMAN	UP000000589_10090.fasta	sp|Q8QZR7|PDK1L_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8N2I9|STK40_HUMAN	UP000000589_10090.fasta	sp|Q7TNL3|STK40_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8N4C8|MINK1_HUMAN	UP000000589_10090.fasta	sp|Q9JM52|MINK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8N568|DCLK2_HUMAN	UP000000589_10090.fasta	sp|Q6PGN3|DCLK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8N5S9|KKCC1_HUMAN	UP000000589_10090.fasta	sp|Q8VBY2|KKCC1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8NB16|MLKL_HUMAN	UP000000589_10090.fasta	sp|Q9D2Y4|MLKL_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8NCB2|CAMKV_HUMAN	UP000000589_10090.fasta	sp|Q3UHL1|CAMKV_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8NE28|STKL1_HUMAN	UP000000589_10090.fasta	sp|Q80YS9|STKL1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8NE63|HIPK4_HUMAN	UP000000589_10090.fasta	sp|Q3V016|HIPK4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8NEB9|PK3C3_HUMAN	UP000000589_10090.fasta	sp|Q6PF93|PK3C3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8NEB9|PK3C3_HUMAN	UP000000803_7227.fasta	tr|Q9W1M7|Q9W1M7_DROME	1.45602197786e-189	1.33443933359	Ortholog
UP000005640_9606.fasta	sp|Q8NER5|ACV1C_HUMAN	UP000000589_10090.fasta	sp|Q8K348|ACV1C_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8NEV4|MYO3A_HUMAN	UP000000589_10090.fasta	sp|Q8K3H5|MYO3A_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8NFD2|ANKK1_HUMAN	UP000000589_10090.fasta	sp|Q8BZ25|ANKK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8NFU5|IPMK_HUMAN	UP000000589_10090.fasta	sp|Q7TT16|IPMK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8NFU5|IPMK_HUMAN	UP000000803_7227.fasta	tr|Q9VPR6|Q9VPR6_DROME	2.10732057362e-31	0.21677773365	Ortholog
UP000005640_9606.fasta	sp|Q8NG66|NEK11_HUMAN	UP000000589_10090.fasta	sp|Q8C0Q4|NEK11_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8NI60|COQ8A_HUMAN	UP000000589_10090.fasta	sp|Q60936|COQ8A_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8NI60|COQ8A_HUMAN	UP000000803_7227.fasta	tr|Q9VYI6|Q9VYI6_DROME	4.42994356623e-159	1.11902573534	Ortholog
UP000005640_9606.fasta	sp|Q8TAS1|UHMK1_HUMAN	UP000000589_10090.fasta	sp|P97343|UHMK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8TBX8|PI42C_HUMAN	UP000000589_10090.fasta	sp|Q91XU3|PI42C_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8TCG2|P4K2B_HUMAN	UP000000589_10090.fasta	sp|Q8CBQ5|P4K2B_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8TCG2|P4K2B_HUMAN	UP000000803_7227.fasta	tr|Q9VND3|Q9VND3_DROME	3.0207614934e-128	0.901135369498	Ortholog
UP000005640_9606.fasta	sp|Q8TD08|MK15_HUMAN	UP000000589_10090.fasta	sp|Q80Y86|MK15_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8TD08|MK15_HUMAN	UP000000803_7227.fasta	sp|Q9W354|ERK7_DROME	4.40422524401e-114	0.801045418713	Ortholog
UP000005640_9606.fasta	sp|Q8TD19|NEK9_HUMAN	UP000000589_10090.fasta	sp|Q8K1R7|NEK9_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8TDC3|BRSK1_HUMAN	UP000000589_10090.fasta	sp|Q5RJI5|BRSK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8TDR2|STK35_HUMAN	UP000000589_10090.fasta	sp|Q80ZW0|STK35_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8TDX7|NEK7_HUMAN	UP000000589_10090.fasta	sp|Q9ES74|NEK7_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8TEA7|TBCK_HUMAN	UP000000589_10090.fasta	sp|Q8BM85|TBCK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8TEA7|TBCK_HUMAN	UP000000803_7227.fasta	tr|Q9W4F8|Q9W4F8_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q8TF76|HASP_HUMAN	UP000000589_10090.fasta	sp|Q9Z0R0|HASP_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8TF76|HASP_HUMAN	UP000000803_7227.fasta	sp|P83103|HASP_DROME	7.69720728576e-81	0.56613334903	Ortholog
UP000005640_9606.fasta	sp|Q8WU08|ST32A_HUMAN	UP000000589_10090.fasta	sp|Q8BGW6|ST32A_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8WXR4|MYO3B_HUMAN	UP000000589_10090.fasta	sp|Q1EG27|MYO3B_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8WXR4|MYO3B_HUMAN	UP000000803_7227.fasta	sp|P10676|NINAC_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q8WZ42|TITIN_HUMAN	UP000000589_10090.fasta	sp|A2ASS6|TITIN_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q8WZ42|TITIN_HUMAN	UP000000803_7227.fasta	tr|D1YSG0|D1YSG0_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q92519|TRIB2_HUMAN	UP000000589_10090.fasta	sp|Q8K4K3|TRIB2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q92519|TRIB2_HUMAN	UP000000803_7227.fasta	sp|Q9V3Z1|TRIB_DROME	2.81854572431e-57	0.3996175429	Ortholog
UP000005640_9606.fasta	sp|Q92551|IP6K1_HUMAN	UP000000589_10090.fasta	sp|Q6PD10|IP6K1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q92630|DYRK2_HUMAN	UP000000589_10090.fasta	sp|Q5U4C9|DYRK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q92630|DYRK2_HUMAN	UP000000803_7227.fasta	sp|P83102|DYRK3_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q92772|CDKL2_HUMAN	UP000000589_10090.fasta	sp|Q9QUK0|CDKL2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q92918|M4K1_HUMAN	UP000000589_10090.fasta	sp|P70218|M4K1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96BR1|SGK3_HUMAN	UP000000589_10090.fasta	sp|Q9ERE3|SGK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96C45|ULK4_HUMAN	UP000000589_10090.fasta	sp|Q3V129|ULK4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96D53|COQ8B_HUMAN	UP000000589_10090.fasta	sp|Q566J8|COQ8B_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96DU7|IP3KC_HUMAN	UP000000589_10090.fasta	sp|Q7TS72|IP3KC_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96GD4|AURKB_HUMAN	UP000000589_10090.fasta	sp|O70126|AURKB_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96GX5|GWL_HUMAN	UP000000589_10090.fasta	sp|Q8C0P0|GWL_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96GX5|GWL_HUMAN	UP000000803_7227.fasta	tr|Q95TN8|Q95TN8_DROME	3.07941552896e-69	0.484145395308	Ortholog
UP000005640_9606.fasta	sp|Q96J92|WNK4_HUMAN	UP000000589_10090.fasta	sp|Q80UE6|WNK4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96KB5|TOPK_HUMAN	UP000000589_10090.fasta	sp|Q9JJ78|TOPK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96KB5|TOPK_HUMAN	UP000000803_7227.fasta	tr|Q9VX24|Q9VX24_DROME	2.21594223751e-61	0.42862227508	Ortholog
UP000005640_9606.fasta	sp|Q96KG9|SCYL1_HUMAN	UP000000589_10090.fasta	sp|Q9EQC5|SCYL1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96KG9|SCYL1_HUMAN	UP000000803_7227.fasta	tr|Q9VAH7|Q9VAH7_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q96L34|MARK4_HUMAN	UP000000589_10090.fasta	sp|Q8CIP4|MARK4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96L96|ALPK3_HUMAN	UP000000589_10090.fasta	sp|Q924C5|ALPK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96LW2|KS6R_HUMAN	UP000000589_10090.fasta	sp|Q5SYL1|KS6R_MOUSE	5.87714216265e-155	0.779351730281	Ortholog
UP000005640_9606.fasta	sp|Q96MK3|FA20A_HUMAN	UP000000589_10090.fasta	sp|Q8CID3|FA20A_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96NX5|KCC1G_HUMAN	UP000000589_10090.fasta	sp|Q91VB2|KCC1G_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96PC2|IP6K3_HUMAN	UP000000589_10090.fasta	sp|Q8BWD2|IP6K3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96PC2|IP6K3_HUMAN	UP000000803_7227.fasta	tr|Q9W2E9|Q9W2E9_DROME	8.30681647805e-51	0.35390064303	Ortholog
UP000005640_9606.fasta	sp|Q96PF2|TSSK2_HUMAN	UP000000589_10090.fasta	sp|O54863|TSSK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96PN8|TSSK3_HUMAN	UP000000589_10090.fasta	sp|Q9D2E1|TSSK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96PY6|NEK1_HUMAN	UP000000589_10090.fasta	sp|P51954|NEK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96Q04|LMTK3_HUMAN	UP000000589_10090.fasta	sp|Q5XJV6|LMTK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96Q15|SMG1_HUMAN	UP000000589_10090.fasta	sp|Q8BKX6|SMG1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96Q15|SMG1_HUMAN	UP000000803_7227.fasta	sp|Q70PP2|SMG1_DROME	1.20995867698e-168	1.18660831854	Ortholog
UP000005640_9606.fasta	sp|Q96Q40|CDK15_HUMAN	UP000000589_10090.fasta	sp|Q3V3A1|CDK15_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96QP1|ALPK1_HUMAN	UP000000589_10090.fasta	sp|Q9CXB8|ALPK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96QT4|TRPM7_HUMAN	UP000000589_10090.fasta	sp|Q923J1|TRPM7_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96RG2|PASK_HUMAN	UP000000589_10090.fasta	sp|Q8CEE6|PASK_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96RG2|PASK_HUMAN	UP000000803_7227.fasta	tr|Q95SH0|Q95SH0_DROME	2.9776668719e-92	0.646780918915	Ortholog
UP000005640_9606.fasta	sp|Q96RR4|KKCC2_HUMAN	UP000000589_10090.fasta	sp|Q8C078|KKCC2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96RR4|KKCC2_HUMAN	UP000000803_7227.fasta	tr|A4V2C3|A4V2C3_DROME	1.63823075298e-129	0.910079890763	Ortholog
UP000005640_9606.fasta	sp|Q96RU7|TRIB3_HUMAN	UP000000589_10090.fasta	sp|Q8K4K2|TRIB3_MOUSE	1.19373363863e-174	0.878859692225	Ortholog
UP000005640_9606.fasta	sp|Q96RU8|TRIB1_HUMAN	UP000000589_10090.fasta	sp|Q8K4K4|TRIB1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96S38|KS6C1_HUMAN	UP000000589_10090.fasta	sp|Q8BLK9|KS6C1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96S44|PRPK_HUMAN	UP000000589_10090.fasta	sp|Q99PW4|PRPK_MOUSE	2.75739007034e-145	0.73048102686	Ortholog
UP000005640_9606.fasta	sp|Q96S44|PRPK_HUMAN	UP000000803_7227.fasta	tr|Q9VRJ6|Q9VRJ6_DROME	3.1435012327e-66	0.462882302882	Ortholog
UP000005640_9606.fasta	sp|Q96S53|TESK2_HUMAN	UP000000589_10090.fasta	sp|Q8VCT9|TESK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q96SB4|SRPK1_HUMAN	UP000000589_10090.fasta	sp|O70551|SRPK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q99558|M3K14_HUMAN	UP000000589_10090.fasta	sp|Q9WUL6|M3K14_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q99570|PI3R4_HUMAN	UP000000589_10090.fasta	sp|Q8VD65|PI3R4_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q99570|PI3R4_HUMAN	UP000000803_7227.fasta	tr|Q9VHH2|Q9VHH2_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q99640|PMYT1_HUMAN	UP000000589_10090.fasta	sp|Q9ESG9|PMYT1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q99640|PMYT1_HUMAN	UP000000803_7227.fasta	sp|Q9NI63|PMYT1_DROME	6.9e-79	0.55233564866	Ortholog
UP000005640_9606.fasta	sp|Q99683|M3K5_HUMAN	UP000000589_10090.fasta	sp|O35099|M3K5_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q99755|PI51A_HUMAN	UP000000589_10090.fasta	sp|P70182|PI51A_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q99755|PI51A_HUMAN	UP000000803_7227.fasta	tr|Q0E8Y1|Q0E8Y1_DROME	1e-200	1.41332527025	Ortholog
UP000005640_9606.fasta	sp|Q99759|M3K3_HUMAN	UP000000589_10090.fasta	sp|Q61084|M3K3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q99986|VRK1_HUMAN	UP000000589_10090.fasta	sp|Q80X41|VRK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q99986|VRK1_HUMAN	UP000000803_7227.fasta	sp|Q7KRY6|NHK1_DROME	1.13799384884e-79	0.557866761949	Ortholog
UP000005640_9606.fasta	sp|Q9BQI3|E2AK1_HUMAN	UP000000589_10090.fasta	sp|Q9Z2R9|E2AK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9BRS2|RIOK1_HUMAN	UP000000589_10090.fasta	sp|Q922Q2|RIOK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9BRS2|RIOK1_HUMAN	UP000000803_7227.fasta	tr|Q9VTL5|Q9VTL5_DROME	7.88327343177e-163	1.14552340483	Ortholog
UP000005640_9606.fasta	sp|Q9BTU6|P4K2A_HUMAN	UP000000589_10090.fasta	sp|Q2TBE6|P4K2A_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9BUB5|MKNK1_HUMAN	UP000000589_10090.fasta	sp|O08605|MKNK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9BVL4|SELO_HUMAN	UP000000589_10090.fasta	sp|Q9DBC0|SELO_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9BVS4|RIOK2_HUMAN	UP000000589_10090.fasta	sp|Q9CQS5|RIOK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9BVS4|RIOK2_HUMAN	UP000000803_7227.fasta	tr|Q9VBU2|Q9VBU2_DROME	3.46563125563e-156	1.0985792706	Ortholog
UP000005640_9606.fasta	sp|Q9BWU1|CDK19_HUMAN	UP000000589_10090.fasta	sp|Q8BWD8|CDK19_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9BX84|TRPM6_HUMAN	UP000000589_10090.fasta	sp|Q8CIR4|TRPM6_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9BXA6|TSSK6_HUMAN	UP000000589_10090.fasta	sp|Q925K9|TSSK6_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9BXA7|TSSK1_HUMAN	UP000000589_10090.fasta	sp|Q61241|TSSK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9BXM7|PINK1_HUMAN	UP000000589_10090.fasta	sp|Q99MQ3|PINK1_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9BXM7|PINK1_HUMAN	UP000000803_7227.fasta	tr|Q0KHV6|Q0KHV6_DROME	6.1210293252e-74	0.517370155529	Ortholog
UP000005640_9606.fasta	sp|Q9BXU1|STK31_HUMAN	UP000000589_10090.fasta	sp|Q99MW1|STK31_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9BYP7|WNK3_HUMAN	UP000000589_10090.fasta	sp|Q80XP9|WNK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9BYP7|WNK3_HUMAN	UP000000803_7227.fasta	tr|M9PGC5|M9PGC5_DROME	2.14811545314e-148	1.04351417286	Ortholog
UP000005640_9606.fasta	sp|Q9BYT3|STK33_HUMAN	UP000000589_10090.fasta	sp|Q924X7|STK33_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9BZL6|KPCD2_HUMAN	UP000000589_10090.fasta	sp|Q8BZ03|KPCD2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9C098|DCLK3_HUMAN	UP000000589_10090.fasta	sp|Q8BWQ5|DCLK3_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9C0K7|STRAB_HUMAN	UP000000589_10090.fasta	sp|Q8K4T3|STRAB_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9H093|NUAK2_HUMAN	UP000000589_10090.fasta	sp|Q8BZN4|NUAK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9H0K1|SIK2_HUMAN	UP000000589_10090.fasta	sp|Q8CFH6|SIK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9H0K1|SIK2_HUMAN	UP000000803_7227.fasta	tr|Q9W532|Q9W532_DROME	5.580645124e-155	1.09005054474	Ortholog
UP000005640_9606.fasta	sp|Q9H1R3|MYLK2_HUMAN	UP000000589_10090.fasta	sp|Q8VCR8|MYLK2_MOUSE	1e-200	1.01063024955	Ortholog
UP000005640_9606.fasta	sp|Q9H2G2|SLK_HUMAN	UP000000589_10090.fasta	sp|O54988|SLK_MOUSE	1e-200	1.01063024955	Ortholog
